"PPEE"	"PPDE"	"PostFC"	"RealFC"
"ENSG00000160216_AGPAT3"	0.931158213547597	0.0688417864524034	1.11859339497727	1.11864489254259
"ENSG00000176619_LMNB2"	0.933147941023834	0.0668520589761659	1.2353688394446	1.23546110941685
"ENSG00000248592_TMEM110-MUSTN1"	0.933920108766177	0.0660798912338229	0.392805980103838	0.376005670087759
"ENSG00000179820_MYADM"	0.936045549462627	0.0639544505373732	1.16348164124277	1.16357482656196
"ENSG00000236263_AC234582.2"	0.936931829343785	0.0630681706562152	0.395450058736705	0.376304860210722
"ENSG00000100304_TTLL12"	0.937044727109138	0.0629552728908618	1.20050463766082	1.20068083858774
"ENSG00000139826_ABHD13"	0.937467457973475	0.0625325420265253	0.785134977462927	0.784672487646871
"ENSG00000033100_CHPF2"	0.938548481955144	0.0614515180448562	1.12565273252981	1.12570657201033
"ENSG00000114867_EIF4G1"	0.939951978341878	0.0600480216581222	1.1209990692226	1.12101073214041
"ENSG00000156976_EIF4A2"	0.940431095230101	0.0595689047698994	0.894963766748139	0.894946293569391
"ENSG00000103415_HMOX2"	0.941983746862034	0.0580162531379656	1.14757919512475	1.14768318481033
"ENSG00000013588_GPRC5A"	0.943465252866915	0.056534747133085	1.22060515155997	1.22105947759385
"ENSG00000124406_ATP8A1"	0.944375305852047	0.055624694147953	0.701329257761507	0.699942529091437
"ENSG00000163961_RNF168"	0.944750784034857	0.0552492159651434	1.26810594955976	1.26883225353719
"ENSG00000198055_GRK6"	0.946358754659243	0.0536412453407573	1.22522570253731	1.22566709380333
"ENSG00000143515_ATP8B2"	0.947677808244214	0.0523221917557855	1.14889147115259	1.14901119842601
"ENSG00000135390_ATP5G2"	0.947776201097646	0.0522237989023543	0.916380678955002	0.916364241273256
"ENSG00000142627_EPHA2"	0.947832201455898	0.052167798544102	1.11380881063683	1.11384323451134
"ENSG00000074416_MGLL"	0.948306302702056	0.0516936972979439	1.10372573229584	1.10376483229769
"ENSG00000011304_PTBP1"	0.948531834687584	0.0514681653124165	1.11283884793388	1.11285829417759
"ENSG00000107290_SETX"	0.950479991342961	0.0495200086570392	0.863086316206553	0.863022330873486
"ENSG00000115464_USP34"	0.951471565096155	0.0485284349038446	0.885343626647966	0.885306255338946
"ENSG00000169230_PRELID1"	0.951561356828897	0.0484386431711028	1.15762439719216	1.15769268011889
"ENSG00000153201_RANBP2"	0.951590015710343	0.0484099842896567	0.885558778091015	0.885526696930262
"ENSG00000269834_ZNF528-AS1"	0.952292957371939	0.047707042628061	1.72757803422893	1.74560301935953
"ENSG00000130202_NECTIN2"	0.952503491540171	0.0474965084598291	1.19325442860343	1.19332237873448
"ENSG00000153904_DDAH1"	0.95265545453327	0.0473445454667298	1.12048254035929	1.12053662414822
"ENSG00000281028_AC104662.2"	0.956480528950657	0.0435194710493431	2.49881631169184	2.55814126896638
"ENSG00000103326_CAPN15"	0.95796445711887	0.0420355428811302	1.19310573992544	1.19331457200106
"ENSG00000235174_AC019205.3"	0.958805626025526	0.041194373974474	0.495686871151841	0.492556849780251
"ENSG00000255152_MSH5-SAPCD1"	0.959066080476782	0.0409339195232179	0.264406234577675	0.246539396325001
"ENSG00000264112_AC015813.1"	0.959511599135759	0.0404884008642414	0.631767986256912	0.628575065668008
"ENSG00000001617_SEMA3F"	0.960930502882083	0.0390694971179169	1.14185510718894	1.14190164084303
"ENSG00000160211_G6PD"	0.961351711168067	0.0386482888319328	1.10339702925215	1.10343280197402
"ENSG00000136295_TTYH3"	0.961818804748433	0.038181195251567	1.14601689645094	1.14603592376958
"ENSG00000105447_GRWD1"	0.962365597157717	0.0376344028422834	1.2638772527979	1.26437562332884
"ENSG00000198925_ATG9A"	0.963122879062831	0.036877120937169	1.13818263643861	1.13827167524947
"ENSG00000206149_HERC2P9"	0.963731477384114	0.0362685226158861	0.791228182171634	0.791047489649803
"ENSG00000214717_ZBED1"	0.964087867014377	0.0359121329856231	1.13516856626891	1.13526206632555
"ENSG00000137871_ZNF280D"	0.964877202175155	0.0351227978248446	0.837552331972492	0.837327730530389
"ENSG00000260537_AC012184.2"	0.965056406840509	0.0349435931594915	2.52287657002779	2.55113918982168
"ENSG00000107130_NCS1"	0.966845719599048	0.033154280400952	1.15951275754787	1.15968465070887
"ENSG00000105854_PON2"	0.966989033164133	0.0330109668358667	0.912114027731115	0.912084716031985
"ENSG00000259171_AL163636.2"	0.967196952674081	0.0328030473259194	2.14727167286257	2.17882306064984
"ENSG00000137166_FOXP4"	0.96727865388115	0.03272134611885	1.22878071381813	1.229266825843
"ENSG00000180900_SCRIB"	0.967694397329612	0.0323056026703875	1.15912877195954	1.15921690232029
"ENSG00000255339_AL133352.1"	0.967763316753265	0.0322366832467348	0.403122681392893	0.383595604503087
"ENSG00000162772_ATF3"	0.967979026372748	0.0320209736272516	0.495861124097194	0.493477181841329
"ENSG00000277067_CU634019.1"	0.968023972665178	0.0319760273348217	0.393140165938664	0.375370148384
"ENSG00000206127_GOLGA8O"	0.968334018292847	0.031665981707153	2.66694460584314	2.88559908084498
"ENSG00000000971_CFH"	0.969526909557646	0.0304730904423543	0.83239881651318	0.832311933950967
"ENSG00000121858_TNFSF10"	0.96971433676835	0.0302856632316501	0.844139634060749	0.843984090644131
"ENSG00000005302_MSL3"	0.96982033250211	0.0301796674978903	0.867508987308084	0.867401879194404
"ENSG00000130382_MLLT1"	0.970042063043915	0.0299579369560853	1.13224891955583	1.13233264335966
"ENSG00000179218_CALR"	0.970123508708044	0.0298764912919564	1.0786024164045	1.07860563238705
"ENSG00000032444_PNPLA6"	0.970270764294789	0.0297292357052105	1.17980004673516	1.17987489421981
"ENSG00000183751_TBL3"	0.970748934300909	0.0292510656990911	1.18402723909531	1.18429114505759
"ENSG00000152240_HAUS1"	0.970808476501459	0.0291915234985407	0.826313750597358	0.82603069821551
"ENSG00000104853_CLPTM1"	0.971339858485374	0.0286601415146257	1.17181710357048	1.17190810502037
"ENSG00000138246_DNAJC13"	0.971360221585523	0.028639778414477	0.898691321950128	0.898656667473476
"ENSG00000153914_SREK1"	0.971847799186771	0.0281522008132289	0.842236664855595	0.842140585474341
"ENSG00000065923_SLC9A7"	0.971900548132342	0.028099451867658	1.27708250387143	1.27757669974369
"ENSG00000141338_ABCA8"	0.972107531345719	0.0278924686542806	0.763815639248025	0.763264327255548
"ENSG00000257093_KIAA1147"	0.972474713638422	0.0275252863615781	0.862613069580612	0.862519539293038
"ENSG00000260772_AC012321.1"	0.972692058146808	0.0273079418531918	0.643392454955437	0.640570575935567
"ENSG00000156535_CD109"	0.97321898306845	0.0267810169315501	0.902291805213667	0.902265892729739
"ENSG00000109736_MFSD10"	0.973242571927523	0.0267574280724772	1.18701496535179	1.18719305261426
"ENSG00000175832_ETV4"	0.973455342889285	0.0265446571107146	1.41711348273415	1.41991937637507
"ENSG00000110104_CCDC86"	0.973777494240523	0.0262225057594775	1.15895661905197	1.15913002758916
"ENSG00000271601_LIX1L"	0.97389872281951	0.02610127718049	1.24242990816536	1.242680222383
"ENSG00000174564_IL20RB"	0.973931674760409	0.026068325239591	2.39703989831747	2.5721340334967
"ENSG00000105671_DDX49"	0.97407522020791	0.0259247797920903	1.2036258312169	1.20396553329856
"ENSG00000105355_PLIN3"	0.97417060424916	0.02582939575084	1.14344607118724	1.14352790411494
"ENSG00000220785_MTMR9LP"	0.975029247290093	0.0249707527099067	0.813571222581945	0.813222884157443
"ENSG00000283189_AC104452.1"	0.975240798352622	0.0247592016473782	0.668108598588309	0.665284348127586
"ENSG00000169223_LMAN2"	0.975707797284324	0.0242922027156758	1.11112577948574	1.11116425617155
"ENSG00000170638_TRABD"	0.975717670117715	0.024282329882285	1.18879829601029	1.1890797855178
"ENSG00000109686_SH3D19"	0.975872865752113	0.0241271342478868	0.87304409592544	0.873021033845201
"ENSG00000166436_TRIM66"	0.976295688991413	0.0237043110085873	0.65007171173714	0.647769562864553
"ENSG00000177156_TALDO1"	0.976352207646199	0.023647792353801	1.14477632621731	1.14482055117345
"ENSG00000146376_ARHGAP18"	0.976763437344834	0.0232365626551662	0.89308616260702	0.893034776616834
"ENSG00000196204_RNF216P1"	0.97679656434735	0.0232034356526498	0.733554493322185	0.732149899125685
"ENSG00000142002_DPP9"	0.976869006532183	0.0231309934678167	1.11507771858847	1.11513676771645
"ENSG00000102699_PARP4"	0.977117966550097	0.0228820334499035	0.922360122151503	0.922338874699186
"ENSG00000013306_SLC25A39"	0.977446148468908	0.0225538515310923	1.14481277460679	1.14491974557987
"ENSG00000171858_RPS21"	0.978272005581363	0.0217279944186375	0.916981566068624	0.916958669441679
"ENSG00000101444_AHCY"	0.97838543981356	0.0216145601864401	1.09971053285395	1.09974645418667
"ENSG00000147437_GNRH1"	0.978531233567216	0.0214687664327841	0.464130514149447	0.444647110799436
"ENSG00000226065_ZBTB45P2"	0.978755181659009	0.0212448183409906	3.86656342515832	4.05753394410092
"ENSG00000054654_SYNE2"	0.979716300611228	0.0202836993887724	0.646607938328845	0.646272747404479
"ENSG00000260565_ERVK13-1"	0.980240964362191	0.0197590356378093	0.64757317231711	0.644024672491413
"ENSG00000146247_PHIP"	0.980269215732127	0.0197307842678733	0.833922875824895	0.833740355127204
"ENSG00000179950_PUF60"	0.980447810335725	0.0195521896642747	1.11078349854442	1.11083622905212
"ENSG00000243509_TNFRSF6B"	0.980599078171738	0.0194009218282619	1.1873319337129	1.18751694910662
"ENSG00000101849_TBL1X"	0.980708919671482	0.0192910803285183	1.17208559054464	1.17231959723373
"ENSG00000166432_ZMAT1"	0.980829434303234	0.0191705656967661	0.66301678506011	0.660513530959823
"ENSG00000225335_AC016027.1"	0.981170035797809	0.0188299642021912	1.5949560449125	1.60608967809697
"ENSG00000108479_GALK1"	0.981840238684054	0.0181597613159459	1.28203587965744	1.28274739355967
"ENSG00000182872_RBM10"	0.981870027484989	0.0181299725150106	1.14430990870911	1.14444566691831
"ENSG00000125144_MT1G"	0.981908143304427	0.0180918566955733	0.31758211697578	0.30970335045621
"ENSG00000114315_HES1"	0.981956468178271	0.0180435318217294	0.646439565194949	0.644781223223558
"ENSG00000263647_BPTFP1"	0.982160341682224	0.0178396583177757	2.32543154343302	2.4202398869689
"ENSG00000141526_SLC16A3"	0.982307202778056	0.0176927972219444	1.16560015555424	1.16569929685671
"ENSG00000214967_NPIPA7"	0.982403110780831	0.0175968892191693	0.41852457641551	0.408169319824913
"ENSG00000083097_DOPEY1"	0.982440207391574	0.0175597926084256	0.817529302923873	0.817259573232425
"ENSG00000130669_PAK4"	0.982478774055151	0.0175212259448485	1.24690848491797	1.24730103658536
"ENSG00000234883_MIR155HG"	0.982496186581921	0.0175038134180792	0.486075852769105	0.472834159511225
"ENSG00000012211_PRICKLE3"	0.982770711484861	0.0172292885151393	1.38221098886335	1.3852213862242
"ENSG00000228300_C19orf24"	0.982933388992068	0.0170666110079321	1.21463832304083	1.21510650727894
"ENSG00000184465_WDR27"	0.983143025732293	0.0168569742677071	0.761705201794715	0.761017942180278
"ENSG00000188958_UTS2B"	0.983193753761312	0.0168062462386876	2.20233369779303	2.2949415334349
"ENSG00000275854_AC084824.4"	0.983233571784091	0.016766428215909	0.430000202290745	0.40427480908105
"ENSG00000162430_SELENON"	0.983453942121516	0.0165460578784842	1.10298875089585	1.10300189255879
"ENSG00000159842_ABR"	0.983542921010357	0.0164570789896428	1.12156592760003	1.12164804852426
"ENSG00000167930_FAM234A"	0.983679473802349	0.0163205261976509	1.10110802950247	1.1011551441276
"ENSG00000105325_FZR1"	0.983965198767865	0.0160348012321346	1.19068286851225	1.19101188859981
"ENSG00000179542_SLITRK4"	0.983987822688288	0.0160121773117125	0.839786532288419	0.839574533581252
"ENSG00000223496_EXOSC6"	0.984074010953217	0.0159259890467825	1.26820831112594	1.26920895215225
"ENSG00000269983_AC146944.4"	0.984132748787429	0.0158672512125707	0.604167022309151	0.598231263818122
"ENSG00000277013_AC008556.1"	0.98416911545186	0.0158308845481398	0.50659983389952	0.48909074747087
"ENSG00000145020_AMT"	0.984250028656661	0.0157499713433386	0.505431125351295	0.494210929550283
"ENSG00000111906_HDDC2"	0.98437026902251	0.0156297309774902	1.27268997606243	1.27378475898377
"ENSG00000123159_GIPC1"	0.984534572509343	0.0154654274906572	1.15007401722123	1.15017885161763
"ENSG00000203943_SAMD13"	0.984630649347233	0.0153693506527674	0.584467044217097	0.575711382074557
"ENSG00000142459_EVI5L"	0.984657175806351	0.0153428241936493	1.20351496331306	1.20392946753469
"ENSG00000254004_ZNF260"	0.984710214784924	0.0152897852150757	0.824545714344652	0.824203897731819
"ENSG00000106789_CORO2A"	0.9847842817273	0.0152157182726996	0.464240875500562	0.440929074341289
"ENSG00000130024_PHF10"	0.984799065617402	0.0152009343825976	0.900467312236864	0.90041921999076
"ENSG00000187239_FNBP1"	0.984804988220307	0.0151950117796933	1.14361118352861	1.14374906298242
"ENSG00000124208_TMEM189-UBE2V1"	0.984948414591234	0.0150515854087659	1.36169684086586	1.36339192960857
"ENSG00000116584_ARHGEF2"	0.985146660283608	0.014853339716392	1.11037694890222	1.11043707859149
"ENSG00000139239_AC078814.1"	0.985302808112315	0.0146971918876852	0.660170160346351	0.656624739544072
"ENSG00000230797_YY2"	0.985396158242541	0.014603841757459	0.629367272491803	0.62447758936448
"ENSG00000187627_RGPD1"	0.985423483417032	0.0145765165829684	0.601525681359553	0.596548956534536
"ENSG00000181019_NQO1"	0.985432768844383	0.0145672311556171	1.06798835278985	1.06799446111761
"ENSG00000279312_AL136164.4"	0.985436472989655	0.0145635270103446	0.534127835510819	0.522229255582147
"ENSG00000146085_MUT"	0.985671102393367	0.0143288976066331	0.848769714252933	0.84860696161263
"ENSG00000102760_RGCC"	0.985679219165896	0.0143207808341042	0.770390471484323	0.769650468181148
"ENSG00000215883_CYB5RL"	0.985697595336135	0.0143024046638654	1.33758580428548	1.33994447226859
"ENSG00000257524_AL157935.2"	0.985776883319628	0.0142231166803722	0.63431713542828	0.629951830184513
"ENSG00000205670_SMIM11A"	0.985978942911526	0.0140210570884743	5.69019966372939	5.99499097139288
"ENSG00000171206_TRIM8"	0.985993421870422	0.0140065781295782	1.16139347151865	1.16146505647471
"ENSG00000179588_ZFPM1"	0.986098082502855	0.0139019174971447	1.43210811764161	1.43675373007925
"ENSG00000141252_VPS53"	0.986237358932761	0.0137626410672391	1.1513601812896	1.15154134897734
"ENSG00000111639_MRPL51"	0.986385949643208	0.0136140503567922	0.876610341453401	0.876541377949752
"ENSG00000234290_AC116366.1"	0.986458970196694	0.0135410298033061	0.431323749008449	0.399784869528668
"ENSG00000137343_ATAT1"	0.986531337938617	0.0134686620613831	0.767824578939631	0.766919254306373
"ENSG00000123349_PFDN5"	0.986568709242495	0.0134312907575052	0.822203042452803	0.822142938211474
"ENSG00000007520_TSR3"	0.986767345215456	0.0132326547845443	1.17082557833712	1.17105202424375
"ENSG00000132549_VPS13B"	0.986816866638592	0.0131831333614078	0.830818197543278	0.830636464247303
"ENSG00000144785_AC073896.1"	0.986866261627609	0.013133738372391	0.552619307838783	0.544212461839369
"ENSG00000068489_PRR11"	0.986928735812564	0.0130712641874361	1.18015977235202	1.18045703585036
"ENSG00000131435_PDLIM4"	0.987004238828246	0.0129957611717539	1.19273019541733	1.19297341891303
"ENSG00000276107_AC037198.2"	0.987201656264433	0.0127983437355673	0.69712455594856	0.695098972564847
"ENSG00000167291_TBC1D16"	0.987240621364368	0.0127593786356319	1.13209975243658	1.13217561061197
"ENSG00000104812_GYS1"	0.987254724497937	0.0127452755020632	1.1709759584964	1.17111846865154
"ENSG00000155660_PDIA4"	0.987499631045059	0.012500368954941	1.066281467033	1.06629011826375
"ENSG00000163932_PRKCD"	0.987529579066375	0.0124704209336255	1.20049028271522	1.20098423937165
